Age,Annual_Income,Credit_Score,Total_Purchase,Account_Age,Has_Defaulted
44,139251,404,12,9,0
25,32191,652,57,4,1
61,69944,762,61,25,0
20,70284,673,13,8,1
50,52626,319,47,7,0
64,88305,597,96,23,0
29,95575,761,59,17,1
36,76239,375,39,29,0
62,43267,547,59,3,1
18,105673,444,19,15,1
55,74281,414,38,23,1
65,93827,556,40,28,0
27,68550,651,72,1,1
44,44306,411,64,27,1
38,79483,666,12,21,0
33,87760,468,65,2,1
19,31213,791,38,24,1
23,45921,615,94,24,1
20,106893,715,56,13,1
43,83113,443,29,2,0
46,94352,693,30,23,0
37,92558,481,51,7,1
61,58678,598,47,20,0
35,102694,306,80,9,1
23,59463,326,54,25,1
63,57258,786,84,22,0
33,138308,781,83,2,0
28,124039,732,28,10,1
47,113545,411,32,4,0
35,72499,745,87,5,0
35,46317,362,13,1,0
64,73578,664,90,11,0
25,135631,454,37,11,1
35,132074,413,44,28,1
68,74838,311,66,4,0
40,110456,689,57,26,0
18,37794,842,40,7,1
25,89408,713,58,19,1
47,74935,588,12,9,1
46,54130,301,65,2,0
53,123587,339,85,25,0
61,65051,640,67,13,1
52,36571,455,80,24,0
58,75152,517,23,14,0
23,60553,451,87,9,1
68,38649,643,54,2,1
46,104243,701,27,5,1
59,31162,783,65,14,0
52,95952,679,34,15,1
52,138289,524,38,15,1
37,103057,457,70,27,0
31,121083,743,48,9,1
55,53391,747,25,25,1
43,94095,741,82,25,0
22,113150,611,90,1,0
61,149587,762,61,26,1
29,133861,591,92,24,1
47,38689,590,44,17,0
30,85466,742,44,10,0
43,33838,558,54,2,1
50,117886,782,78,11,0
68,104992,338,68,20,1
58,92374,615,57,14,0
69,62983,458,82,20,0
60,67271,514,38,13,0
41,91324,425,55,6,1
69,78132,331,97,4,0
43,110350,319,97,5,0
61,46128,485,38,12,0
68,148886,514,24,11,0
69,130453,809,86,3,0
58,116314,337,26,14,1
42,59428,368,90,18,1
49,120167,490,22,10,0
46,107918,390,70,7,0
18,73049,727,26,9,0
68,44539,580,8,22,0
40,87947,303,3,3,1
42,85414,438,84,14,1
69,127425,635,52,19,1
40,72880,312,93,24,1
28,135517,725,95,4,1
61,80528,680,94,3,0
49,31717,682,2,9,0
27,133310,399,24,28,0
57,67392,716,18,12,1
24,31015,404,91,12,1
48,34320,378,45,28,1
21,121218,562,92,16,1
36,67562,635,60,15,1
30,87579,451,33,12,1
27,94739,612,71,28,1
28,64012,657,17,29,1
45,50452,439,95,28,0
19,92430,701,95,13,0
39,138133,686,84,4,1
60,54622,567,62,4,1
24,40390,660,22,18,0
27,86199,420,19,28,0
54,116308,545,48,23,1
41,99558,465,35,17,0
26,114831,526,12,16,1
41,70045,375,51,22,1
36,46879,793,1,20,1
60,60616,735,81,28,0
39,74379,723,97,27,0
21,37242,374,60,21,0
32,36695,525,4,5,0
38,119616,741,6,27,0
61,74088,446,14,25,1
39,86117,728,62,25,1
27,78796,628,14,19,1
60,94104,682,7,24,0
20,64214,836,50,15,1
38,114701,628,27,2,1
61,134414,595,2,26,0
34,148725,341,47,8,1
31,52530,711,16,21,0
60,131628,305,21,4,1
53,119063,745,30,28,1
29,143449,415,56,8,0
46,40016,425,85,18,1
60,40173,435,66,12,1
39,145258,784,4,20,0
52,34951,449,56,22,0
62,140687,611,85,17,1
60,79168,636,58,22,0
46,116862,846,45,4,1
36,51743,823,60,14,0
26,123238,541,14,28,1
48,130880,657,99,12,0
18,64532,814,30,29,0
31,94937,410,49,7,0
36,139658,339,12,3,0
56,122311,325,57,14,0
29,34212,788,7,5,1
37,96988,423,76,4,0
30,81396,645,66,25,0
22,90251,549,66,25,0
63,43938,642,1,17,0
43,93005,405,25,6,0
58,128813,841,37,15,0
53,30526,520,1,14,1
23,66495,817,99,11,0
49,41633,521,54,19,1
47,116878,511,69,13,1
20,143685,348,70,25,0
50,113622,839,86,13,1
25,48878,704,20,26,0
47,100098,479,42,19,0
26,149153,496,26,20,1
45,32489,570,35,21,1
51,103447,551,64,4,1
47,147617,842,31,28,1
22,64300,339,1,12,0
56,55939,797,49,9,0
51,93895,779,74,13,1
27,77945,426,29,28,1
21,75380,634,28,16,0
32,107653,586,60,17,0
38,110842,349,16,12,1
53,109227,827,21,27,0
69,48717,333,77,6,1
46,90483,544,81,26,1
63,66023,554,42,7,0
46,100938,579,55,25,1
69,30136,616,7,20,0
22,92002,641,83,18,0
33,84972,375,86,26,1
29,99322,542,23,5,1
49,94900,675,94,15,1
54,80613,755,16,13,1
30,85006,847,54,28,1
56,33583,419,7,6,1
37,47434,643,45,14,1
34,77407,573,86,16,0
65,83563,406,42,1,0
54,101876,725,89,28,0
28,111052,470,89,3,1
24,131783,539,23,11,1
44,108431,651,59,19,1
54,68898,827,23,23,0
48,72076,821,51,19,0
53,111407,534,54,17,0
18,129016,542,11,29,0
56,119002,358,78,15,1
36,87102,683,42,19,0
49,116374,761,23,25,1
59,142107,536,64,1,0
68,94051,844,75,13,0
49,46418,318,73,11,0
66,48797,416,75,17,1
60,55966,746,10,6,0
67,148015,326,49,22,0
68,142316,734,95,18,0
40,68197,762,20,24,1
18,106477,736,73,22,1
24,91079,476,86,16,0
63,132934,626,26,7,1
50,53548,666,33,4,0
45,66065,685,90,7,0
18,88425,556,40,15,0
44,50091,835,78,7,1
68,145055,519,66,3,1
38,76315,602,20,28,0
44,51000,744,69,2,0
19,58447,657,50,16,1
55,43799,588,43,21,1
31,38223,578,15,11,0
58,93736,577,14,8,0
36,50280,752,63,27,1
36,48725,785,15,10,0
56,33942,607,17,4,0
67,41112,490,97,21,0
68,46035,427,44,2,0
56,140120,538,85,19,1
41,110285,523,86,8,0
22,126972,470,28,26,1
23,39227,723,34,28,0
41,95529,634,31,10,1
20,104395,758,31,27,1
37,143298,719,71,2,1
54,111004,327,29,6,0
35,89071,677,79,9,1
39,73778,467,89,21,0
31,101186,700,9,20,1
60,146630,658,97,5,1
69,99260,333,86,29,1
44,146741,641,35,20,0
67,135831,656,26,21,1
50,135432,565,45,2,0
26,106307,642,62,8,1
26,142268,496,51,7,1
38,59464,826,13,13,0
64,42267,647,18,10,1
22,107364,561,76,8,1
36,79461,421,22,19,1
39,119347,498,58,17,1
57,71889,783,71,28,0
47,132090,645,1,11,1
28,114002,689,89,29,1
43,59463,413,85,3,0
41,125292,502,79,1,1
48,149916,425,44,29,0
44,141861,493,1,29,0
31,95820,662,30,4,0
29,97910,790,79,28,0
60,41715,780,93,2,0
28,114603,509,54,18,0
42,143271,449,5,8,1
42,55925,507,55,8,1
65,63398,747,70,7,0
22,92473,726,93,29,1
61,54205,368,94,21,1
45,101997,723,50,23,1
31,119238,663,97,21,1
24,145333,564,71,1,0
20,60956,456,95,6,1
21,71574,628,54,10,1
47,40864,692,35,9,0
60,81447,820,51,6,1
22,63095,499,91,6,0
46,127765,742,13,26,0
53,55361,691,29,11,1
55,147925,766,57,22,0
36,84534,548,64,23,1
56,74828,431,32,18,1
31,58014,542,58,29,0
64,100841,410,21,2,1
32,36258,702,15,1,1
59,140581,727,97,16,0
24,72061,564,35,20,0
45,69350,399,43,16,1
34,145751,620,37,14,0
38,119820,613,81,2,0
41,81504,704,79,4,0
53,94504,598,91,20,0
25,113022,481,44,7,0
24,42624,653,97,29,0
39,73195,583,37,14,0
18,75084,690,48,15,1
68,113410,785,8,23,0
44,133441,473,66,19,1
27,60195,714,65,4,0
59,115604,793,80,18,1
46,121455,648,56,26,0
21,131127,386,92,20,1
68,41476,814,64,26,0
39,59657,414,90,21,0
65,138690,476,73,18,1
51,83556,480,69,26,1
25,39885,512,39,12,1
26,80188,311,28,21,0
57,45387,347,57,26,0
69,118806,343,84,26,1
51,148528,691,27,24,0
57,133431,398,21,25,0
53,139777,409,32,23,1
25,115634,627,73,25,0
59,72312,439,41,20,1
45,68585,799,37,29,1
69,85930,753,16,25,0
58,35323,343,43,18,0
25,63144,671,47,1,1
54,46942,413,92,1,0
63,135352,823,94,27,1
48,134273,696,96,17,0
27,33620,576,73,20,1
65,118791,384,1,11,0
42,90274,575,67,27,0
64,102633,619,1,16,1
39,86884,770,15,19,0
18,105557,424,29,20,0
37,120439,314,82,17,0
37,74616,473,86,8,0
39,79219,844,99,21,1
45,128146,542,4,19,1
51,103018,358,92,23,0
58,124589,713,79,18,1
64,64339,594,53,2,0
60,129258,774,86,1,1
39,101470,737,29,1,0
48,68610,388,5,25,1
65,52774,695,37,27,1
36,82736,606,71,5,1
21,102193,680,78,6,1
53,82427,397,32,13,1
49,146183,536,8,29,1
47,116185,579,41,20,1
57,35858,383,92,7,1
40,102163,515,43,20,1
28,78661,670,64,2,0
60,94620,685,60,16,0
26,144195,746,85,19,0
49,77854,305,9,20,0
30,118949,536,57,16,0
36,91476,789,36,5,0
25,37990,490,32,14,0
41,61024,375,67,28,1
26,80887,667,33,27,0
41,144495,338,40,21,1
64,127254,451,14,19,0
52,76225,546,91,15,0
48,128069,377,7,29,1
21,133276,448,84,11,1
66,51016,612,48,10,0
60,91959,468,73,17,0
22,58106,690,16,29,0
66,146673,682,38,5,0
33,119103,638,33,8,1
42,137944,605,49,20,1
48,140469,638,59,29,1
60,93231,498,71,28,1
44,113471,721,48,18,0
52,143896,813,5,11,0
63,63289,648,16,1,1
65,123276,378,98,3,0
41,45879,309,74,23,0
58,145334,635,93,12,0
53,49634,760,18,21,0
34,115337,568,89,7,1
41,63936,822,98,8,1
65,67952,577,21,19,0
44,99674,537,91,8,1
32,91404,457,75,11,0
41,72638,765,24,5,0
42,149266,362,20,13,0
67,39514,825,98,9,1
42,56411,567,80,8,0
33,105432,404,82,14,1
21,117127,783,77,10,0
27,70790,364,74,25,1
64,41570,518,42,12,0
38,121763,773,21,2,0
20,126026,812,22,13,0
48,139962,642,29,1,0
30,48043,714,91,6,1
43,55633,364,14,24,0
18,149411,606,79,14,1
51,36466,561,75,15,1
52,98069,809,27,23,1
31,118484,755,38,28,0
29,112606,459,30,15,0
44,110181,626,78,10,0
42,113774,395,10,5,0
69,130519,605,40,28,1
61,129165,821,55,4,1
59,55509,578,71,7,0
65,83216,845,49,1,1
31,133665,486,41,6,1
58,120724,332,84,28,1
49,104359,769,92,22,1
56,59408,713,57,25,1
33,52616,357,22,24,0
43,145120,554,6,24,1
59,34243,545,24,15,1
49,30458,513,55,5,0
64,88963,559,85,5,1
68,81558,700,95,14,0
51,58032,421,47,8,0
56,74051,632,42,5,0
46,78310,673,42,5,0
61,109579,390,37,13,1
38,116395,312,82,9,0
32,77816,607,64,10,0
27,79402,626,33,17,0
60,118732,369,1,6,0
21,87009,356,99,25,1
35,106195,356,49,8,1
33,124157,785,15,6,0
21,98994,350,8,15,1
65,92824,775,10,1,0
24,37614,742,72,4,1
60,48376,360,60,25,1
23,98805,725,55,11,1
38,107703,628,63,2,1
31,76465,398,60,3,1
42,105768,550,90,21,0
64,118845,727,21,27,1
33,138006,503,5,23,0
54,37641,675,33,15,1
34,66851,344,63,16,0
69,148816,775,86,19,1
27,125664,834,69,22,1
37,67836,700,98,6,0
42,137889,390,3,21,1
36,133320,547,48,2,1
32,94721,847,91,12,0
24,49595,536,88,8,1
45,86145,818,4,16,1
41,145627,737,38,19,1
23,38525,675,57,9,0
22,130820,407,35,1,0
41,37339,561,73,5,1
64,65981,358,46,16,0
57,91351,724,69,8,0
20,75834,695,51,8,1
31,120800,384,81,6,0
60,56196,771,21,5,0
44,129311,724,35,9,0
42,126445,526,85,5,1
35,41885,568,58,17,0
41,100679,671,15,20,1
19,32547,747,53,18,0
63,118715,496,94,26,0
39,69804,708,15,21,0
65,59719,653,83,2,0
35,46372,736,86,19,1
51,33788,668,81,23,1
61,138752,759,91,5,0
29,60220,810,13,27,1
52,55842,653,10,27,1
20,141830,617,74,15,1
50,84088,737,8,4,0
44,90038,407,26,24,0
37,135905,350,57,13,1
44,149795,831,25,2,0
44,84369,748,24,21,0
69,146240,720,66,5,1
25,108921,751,5,28,1
53,61475,789,20,28,1
49,69152,572,3,8,1
33,120816,315,16,15,1
46,38601,609,70,11,0
30,30443,723,66,1,1
64,85496,679,57,24,0
41,47450,352,95,24,0
24,70082,681,56,8,0
23,143142,837,25,26,1
46,115959,524,56,12,1
52,50685,750,30,29,0
41,32867,720,5,16,1
39,52553,444,74,24,0
28,143784,507,35,2,1
33,128915,355,21,22,1
32,113588,441,45,11,1
41,80474,511,19,25,0
19,85316,795,32,20,0
38,130344,380,24,29,0
29,90195,559,90,21,1
30,91764,592,69,26,1
65,79939,516,59,10,1
44,134084,533,64,10,1
36,133680,809,88,8,0
63,88248,470,20,12,1
19,42644,818,53,7,1
46,102920,569,61,23,1
41,121847,772,1,8,0
56,52764,783,96,8,1
38,97406,503,91,21,0
51,57570,398,11,28,0
69,138788,829,87,18,0
64,71403,829,73,22,0
48,93480,665,82,20,0
18,56248,385,29,6,1
32,117613,506,70,9,0
51,53175,472,25,17,1
62,128803,654,50,29,0
34,108935,517,9,13,0
18,131402,327,32,8,1
63,116860,786,19,8,0
63,148628,472,59,10,1
48,64927,592,79,9,1
36,35652,670,91,23,0
54,146469,822,52,16,1
28,46770,764,31,21,1
63,31795,593,50,23,0
42,78541,595,12,1,1
32,76224,578,28,11,0
57,119744,553,16,17,1
53,77024,415,19,26,1
51,95862,410,35,28,1
60,53031,398,3,1,1
18,46427,485,23,2,0
23,109220,773,68,20,0
44,119909,542,59,10,1
30,94181,831,98,10,0
67,104042,477,52,27,0
60,30513,323,53,9,0
38,128407,414,67,20,0
64,55471,399,54,5,0
42,57455,302,83,6,1
22,44702,845,57,26,1
36,108829,802,73,19,1
46,143180,768,46,26,0
67,71792,642,30,7,1
37,146822,346,93,15,0
33,103871,401,21,18,0
35,72042,463,76,2,1
25,135785,404,7,14,0
57,44231,494,79,17,0
18,89521,608,13,29,0
20,38368,319,83,14,1
44,123769,753,4,10,1
69,137128,600,31,18,1
22,137533,705,86,4,0
34,138871,622,90,15,1
31,114424,363,60,23,0
22,139303,606,88,1,0
48,61758,365,35,11,0
38,32341,464,77,28,0
54,138102,761,57,7,1
52,47499,688,11,14,1
68,35575,514,17,13,1
54,77520,357,13,7,0
49,114616,525,94,10,0
62,147123,311,53,23,0
53,147509,764,41,14,1
50,92529,591,5,17,0
68,56654,724,97,6,1
69,119899,451,91,7,1
23,72955,606,70,15,0
51,117880,815,92,23,1
18,117644,589,55,2,0
27,81866,624,4,2,1
49,86856,833,9,10,1
53,95438,530,18,3,1
42,132756,780,32,15,0
56,106621,414,21,17,1
29,149474,646,33,5,1
62,138542,841,77,23,1
61,139354,397,34,11,0
25,131469,721,98,23,1
66,63134,348,52,9,1
50,108081,671,69,23,1
47,99246,336,87,17,0
58,74780,320,92,13,1
42,96967,474,3,6,1
61,73509,550,68,20,0
69,34618,400,5,11,1
28,122683,436,73,3,0
48,64822,480,76,15,0
67,76540,625,56,8,0
36,93208,801,9,25,0
28,44979,731,17,17,1
57,88771,361,64,18,1
24,75289,475,9,19,0
25,106282,676,60,24,1
33,101749,399,87,22,0
30,61204,842,10,18,0
69,124013,427,49,17,0
18,31965,647,94,10,1
21,32698,325,66,19,0
69,132122,550,43,2,1
33,118019,829,38,21,0
21,141080,770,60,15,0
35,127024,750,77,21,1
20,30289,348,24,12,0
33,140900,698,16,16,1
18,82622,494,38,14,0
37,127472,413,21,13,1
62,123014,454,49,11,0
41,140177,836,53,21,1
39,111348,453,99,2,0
18,96330,572,79,16,1
48,87109,350,20,10,0
38,117472,323,2,26,0
19,70655,451,55,8,0
63,45848,466,80,6,0
38,145319,338,96,20,1
60,129448,468,55,15,1
30,33055,777,1,10,1
40,93659,669,31,5,1
32,67280,435,11,2,1
42,114141,773,11,6,0
64,141804,679,50,14,1
62,70352,478,59,17,0
61,34652,457,77,1,0
58,138511,487,17,25,1
50,44806,622,2,17,0
34,36704,701,89,22,0
24,76169,491,3,18,0
42,82336,740,47,10,0
31,107651,598,32,1,1
43,140616,396,37,29,0
53,114569,358,30,13,1
49,123616,608,70,3,1
57,101531,409,30,17,1
32,71826,669,96,27,0
67,38457,745,71,11,0
47,36255,379,63,8,1
66,64077,831,94,7,0
64,106519,849,28,18,0
31,66745,405,90,23,0
37,137364,432,66,24,0
33,66137,688,32,16,1
51,95399,385,35,7,1
59,31112,303,26,14,0
53,83038,504,10,4,1
43,77938,691,24,14,0
69,77692,315,47,20,0
52,33657,602,49,25,0
40,50812,361,43,27,0
51,95122,804,86,19,0
53,85336,391,64,18,0
32,34392,497,22,4,1
25,86446,427,8,11,0
50,104760,548,71,13,1
21,94172,360,94,9,0
21,78397,712,74,2,1
49,55394,645,44,28,0
50,116745,362,70,12,0
64,108049,614,61,17,1
43,64862,759,11,16,0
39,75330,715,49,23,1
46,42685,431,79,8,1
53,77777,601,54,27,1
54,81794,545,22,11,1
38,77140,488,73,20,0
18,110330,562,77,5,1
58,126477,343,18,12,1
32,32652,697,64,20,0
32,38740,360,59,17,1
58,95742,700,57,6,0
65,57461,533,56,16,0
45,98472,671,16,20,0
25,117971,387,90,16,0
60,60399,707,98,26,0
32,65551,556,68,14,1
47,128718,651,18,22,0
69,56077,413,17,17,0
36,111274,620,80,20,1
32,92436,639,58,27,0
28,33200,412,15,12,0
53,30995,649,36,22,1
67,93495,534,99,10,0
47,82036,584,67,7,0
33,145071,772,49,29,0
43,47956,532,33,18,0
22,133294,830,73,12,0
23,30679,532,36,6,1
59,42560,540,34,21,1
54,46038,626,16,14,1
58,112647,677,22,14,0
40,76780,521,92,19,1
47,100941,471,76,17,0
34,47074,804,60,10,0
26,110693,818,33,29,0
47,99750,822,55,29,0
56,114425,610,68,13,1
56,57758,769,11,17,1
32,103553,368,66,22,1
60,35332,756,6,24,0
54,66421,433,79,17,1
18,50308,700,57,2,1
22,51437,759,6,3,1
62,96721,328,82,18,0
55,84620,695,35,23,0
38,54104,482,62,16,0
27,32258,808,38,12,0
68,84985,444,56,17,0
34,101468,765,89,7,0
68,75241,522,44,6,1
53,64953,566,99,28,1
56,138545,631,93,25,1
26,57858,450,31,19,0
33,130052,702,80,7,0
57,120232,408,84,28,0
20,100167,675,77,10,1
67,61795,550,6,8,1
53,85232,453,1,24,0
51,93654,731,79,16,0
33,140372,635,10,5,0
33,37060,489,21,19,0
33,137017,591,37,11,1
48,95746,338,18,18,1
20,102235,385,36,10,1
52,61980,334,87,8,0
37,36724,346,85,6,0
47,69187,738,69,19,1
36,62441,793,74,2,0
56,38039,763,25,7,1
28,38021,821,13,20,0
36,104998,530,74,8,0
43,110413,402,58,16,1
35,63570,323,22,25,0
67,89166,607,10,3,1
55,131773,815,57,17,0
38,33872,463,30,10,0
58,87911,657,73,10,1
64,140554,377,10,11,0
41,143064,614,26,4,0
36,46833,734,51,19,1
33,143620,647,13,21,1
69,114490,817,65,21,0
50,52615,388,4,9,1
55,145266,384,7,27,1
48,102000,424,86,6,1
58,58241,829,21,20,1
68,97205,332,89,15,1
27,36019,503,9,14,0
22,33172,610,41,13,0
34,92544,737,37,20,0
33,73463,454,10,10,1
18,57045,542,61,3,1
69,73230,696,63,25,1
45,140998,669,42,10,0
38,34662,512,82,9,1
59,138011,701,95,19,0
41,147241,582,95,7,1
24,56165,751,25,23,1
42,50513,813,48,27,0
18,145286,603,53,28,0
66,62040,348,13,18,0
68,72171,589,22,8,1
34,141144,332,12,6,0
46,68818,395,31,18,0
42,30571,386,67,14,1
19,66530,565,8,13,1
27,116018,385,81,25,0
39,40763,525,75,1,0
18,38089,620,20,16,0
30,122200,421,96,3,1
50,114134,676,13,9,1
58,43797,478,63,9,0
35,61530,554,76,17,1
37,113895,577,65,19,0
48,99179,597,33,14,1
41,94528,575,32,7,0
51,32971,540,29,3,1
36,129577,644,91,28,1
64,113369,483,96,2,0
40,104067,315,19,2,0
21,130584,663,61,10,1
52,31319,675,42,26,0
67,31234,549,58,11,1
42,140789,829,56,14,0
24,106091,497,84,25,0
55,112636,493,40,22,1
51,147921,586,37,25,0
30,45455,830,29,1,1
55,68160,637,77,4,1
33,113413,719,44,20,0
19,114676,808,18,26,1
24,42040,468,54,14,1
33,124732,785,79,25,0
46,49238,589,45,2,1
21,145364,496,3,4,1
50,85329,513,94,4,1
39,74124,780,64,13,0
62,132607,693,85,9,0
47,31076,418,43,23,1
64,58830,544,92,29,0
21,119861,383,39,2,1
20,51875,791,54,29,1
46,51320,795,25,3,1
38,109682,604,23,26,0
61,64410,760,6,13,0
48,83825,683,64,9,0
47,59083,533,19,12,1
38,122103,535,26,28,1
49,68937,811,97,25,0
43,132712,766,50,12,1
59,106796,634,31,9,1
64,76361,373,75,28,1
35,102868,317,78,5,0
40,42178,827,24,17,0
31,142378,484,17,25,1
48,76648,743,51,9,0
41,74600,743,38,22,0
68,125697,790,67,4,1
54,48971,540,48,20,1
39,34592,327,15,25,0
25,62113,410,9,7,0
21,37880,313,46,7,1
41,88449,697,80,13,0
30,146123,725,96,29,0
67,67710,653,67,11,1
31,33585,828,87,11,1
25,93649,396,78,9,0
59,141718,581,44,25,1
48,82433,319,16,26,1
44,60480,688,16,23,0
26,89037,514,43,14,1
57,136458,537,9,22,0
50,42974,455,12,9,1
38,118168,781,78,29,0
35,128703,665,11,23,0
27,132913,418,97,27,1
57,78115,732,84,29,1
43,90127,741,91,18,1
19,132272,849,14,2,0
49,65858,717,40,19,1
53,98469,690,99,27,1
61,97270,480,50,13,0
45,126667,443,42,24,0
57,136690,712,12,11,0
68,84251,333,90,22,1
36,96967,555,92,28,1
40,74822,763,56,22,0
19,78309,810,16,5,0
52,42309,397,69,21,0
20,63962,318,23,20,0
35,63594,642,96,17,1
39,67155,373,75,28,0
29,138015,336,99,19,0
47,93645,542,67,24,1
36,67973,458,89,17,1
29,101402,481,88,15,0
61,114996,484,66,26,0
37,80823,421,86,7,0
21,96499,425,79,4,1
37,72781,686,25,3,1
18,112944,798,97,16,1
47,83852,469,20,2,0
39,37588,356,51,18,0
69,32147,394,61,19,0
45,49917,746,41,29,1
67,109908,345,37,5,1
50,132487,516,82,24,0
40,106400,785,19,21,0
38,87300,551,90,10,0
53,46228,419,65,10,1
35,143786,506,86,5,1
23,57282,774,58,16,0
29,64216,646,24,14,0
23,127491,787,16,18,0
27,51404,425,23,4,1
64,118220,485,78,18,0
28,45219,578,90,11,0
47,149504,673,36,7,0
50,89015,457,42,1,1
56,44850,316,32,21,0
60,86028,507,81,23,0
41,75688,386,51,20,0
58,31492,840,45,5,0
49,71387,845,18,23,0
36,146348,326,76,13,0
58,37066,764,84,26,0
23,130042,401,79,23,0
66,31329,822,75,4,1
46,31018,441,39,13,0
33,48930,621,28,20,0
58,105574,644,63,23,1
60,135888,320,50,23,0
36,131827,662,35,6,1
28,93657,313,82,14,1
58,37912,467,47,24,1
43,123349,388,9,25,1
22,35477,575,54,8,0
67,36911,682,3,27,1
36,132525,538,60,27,1
67,79390,430,19,26,0
40,101864,641,44,19,0
64,112412,840,50,26,1
31,98862,695,28,10,1
39,82324,584,6,21,0
34,38741,480,24,24,1
35,136332,475,70,19,1
48,130730,361,59,14,0
66,119060,327,42,6,0
67,105972,364,48,7,0
69,143666,567,16,29,1
32,36984,474,35,28,1
48,54695,531,15,23,0
28,48676,382,71,17,0
39,117733,435,44,16,1
22,121102,569,72,25,0
25,59905,348,3,29,0
38,92621,685,96,10,0
52,107212,551,33,24,0
59,54644,407,77,24,0
53,89900,505,34,22,0
68,38394,392,86,16,0
31,146734,526,91,25,0
29,100331,332,31,24,1
63,47969,799,14,14,0
20,122918,343,96,20,0
39,133789,733,78,14,0
35,96883,311,96,27,0
48,57634,822,73,6,1
52,99908,824,41,5,1
45,127944,797,61,4,0
39,97862,712,27,25,1
69,37794,822,52,14,1
53,97712,442,82,4,1
69,129974,660,23,22,1
46,70578,445,19,7,1
52,43074,411,98,13,1
45,65225,410,91,3,1
28,32959,533,89,7,1
26,99279,322,97,12,0
29,80238,485,62,7,0
35,76226,497,25,17,1
45,144237,365,30,23,0
43,115302,615,99,12,1
40,134536,498,81,28,1
54,99276,766,81,17,1
32,111982,385,33,22,0
21,89139,436,17,27,1
46,125333,715,1,5,0
38,84903,502,61,7,0
26,45058,595,95,13,1
61,148119,701,24,2,0
53,103167,554,15,7,1
26,43726,703,74,3,0
35,124721,811,16,12,1
69,107373,311,97,8,1
64,128212,617,91,6,0
50,61644,519,79,7,0
52,145016,848,23,25,0
37,76487,414,29,11,0
45,62952,450,79,9,0
49,55995,761,19,23,0
68,67231,639,14,3,0
34,118512,767,28,27,0
45,99964,459,30,18,0
60,126934,794,81,24,1
64,125831,645,26,4,1
33,133554,461,95,25,1
44,82820,838,17,7,1
55,52776,411,76,20,1
42,123608,466,24,10,1
58,132004,629,93,13,0
56,72606,526,16,23,0
37,41626,794,82,12,0
62,91819,685,60,5,0
38,56908,825,97,2,0
39,130817,449,40,15,1
19,38853,830,6,22,0
22,112469,599,13,15,0
46,46350,840,76,5,0
36,41047,492,82,6,0
22,86152,423,73,5,1
34,56526,619,12,17,1
32,91766,656,47,17,0
62,136483,803,25,3,0
53,111041,341,3,13,1
57,30165,460,99,17,1
64,51910,738,53,6,1
50,42246,709,91,6,1
21,56250,836,36,27,1
29,116794,523,46,13,1
26,114092,606,22,17,0
52,82244,460,45,15,0
51,112242,553,96,24,0
64,87596,341,76,2,1
46,133724,574,39,2,1
43,64283,654,94,7,1
21,140308,395,11,24,0
19,38707,726,62,28,1
52,147992,814,16,13,0
26,50388,402,55,7,0
65,122030,815,63,21,0
43,70213,719,84,7,0
45,96218,557,69,3,0
47,51827,620,79,14,0
43,75887,666,33,11,0
31,69210,670,49,15,1
28,39155,697,62,28,1
34,135849,506,80,28,1
33,84928,387,94,19,1
28,61774,339,97,8,1
30,50299,536,51,5,1
51,51583,713,51,13,0
18,135002,816,57,5,0
48,84862,464,43,27,0
21,56352,663,16,15,1
35,64178,320,11,29,0
18,46076,581,46,12,1
56,74582,760,12,24,1
21,41986,645,13,6,1
48,83011,558,51,14,1
39,63253,415,32,9,1
44,133909,679,26,9,1
49,49107,438,71,8,1
28,37801,660,72,13,0
23,50856,564,34,11,0
51,37007,656,54,27,0
54,84024,791,83,26,1
27,74018,391,44,29,0
64,130105,535,9,16,0
18,98855,537,13,21,1
57,130066,702,40,10,0
61,103853,500,11,23,0
63,104630,429,23,22,0
23,122728,402,86,15,0
28,107246,785,9,7,1
21,69791,313,67,4,1
57,95800,367,38,21,1
31,89282,685,63,4,0
55,114574,715,69,3,0
34,65831,580,67,6,0
43,134067,394,73,15,1
61,78196,352,91,11,0
64,116887,500,27,22,1
25,109751,464,26,10,0
61,46313,775,25,10,0
18,108730,476,21,17,0
32,36552,551,88,25,0
32,38105,495,78,15,1
51,45737,829,30,13,0
64,135528,737,1,25,0
18,90390,782,69,11,0
32,53940,460,52,24,1
20,65365,831,29,17,0
53,68034,318,42,12,1
49,118209,585,98,17,0
57,60529,761,20,2,0
25,84772,629,64,4,1
25,55624,775,36,29,0
34,105855,802,16,12,1
20,141491,723,81,2,1
23,58325,477,96,10,0
56,54553,572,70,21,1
68,75759,588,7,23,0
69,48121,476,20,1,0
33,70806,676,58,27,1
32,102415,389,43,21,0
58,121944,668,16,10,1
31,142909,720,12,3,0
30,139350,766,96,18,0
55,77394,318,11,5,0
29,60319,760,74,5,0
33,79615,735,2,12,1
49,91996,528,98,15,1
64,133046,310,37,14,1
67,39244,467,66,15,1
52,80954,600,33,20,0
24,139850,568,60,21,0
60,136156,671,54,19,0
23,80047,412,11,22,0
39,55577,667,59,18,1
61,126999,684,53,25,0
62,145173,339,21,25,1
24,43925,484,57,7,0
26,142214,650,3,23,1
30,55529,615,92,17,1
