Tenure,Monthly_Charges,Service_Type,Churn
31,92.99,Phone,No
47,71.45,Multiple,No
7,54.7,Phone,No
48,55.65,Internet,No
26,95.81,Multiple,No
55,86.34,Phone,No
7,82.64,Internet,No
57,88.73,Phone,No
58,99.73,Phone,No
1,97.35,Multiple,No
29,39.49,Multiple,Yes
22,62.67,Multiple,No
40,53.76,Multiple,No
62,78.44,Phone,No
14,35.53,Multiple,No
2,98.62,Multiple,No
35,39.59,Multiple,No
71,54.43,Phone,No
67,100.45,Internet,No
22,34.64,Phone,Yes
18,89.42,Phone,No
46,113.2,Multiple,Yes
63,85.59,Phone,No
36,94.14,Internet,No
46,101.3,Multiple,Yes
37,50.0,Phone,No
18,82.29,Phone,No
43,57.82,Multiple,No
29,52.45,Multiple,No
18,47.32,Multiple,No
15,82.69,Multiple,No
59,101.51,Phone,No
28,108.83,Phone,No
53,68.57,Phone,Yes
15,63.56,Internet,No
43,91.86,Internet,Yes
33,100.23,Phone,No
2,52.8,Phone,No
59,56.76,Multiple,No
8,78.01,Internet,No
33,69.99,Multiple,Yes
35,93.52,Phone,No
18,75.4,Multiple,No
21,40.04,Multiple,No
64,44.94,Multiple,No
28,111.17,Internet,No
45,50.47,Phone,No
20,34.51,Phone,Yes
4,95.83,Multiple,No
36,91.56,Internet,No
52,84.01,Internet,No
39,75.2,Phone,No
71,117.26,Internet,No
12,40.78,Internet,No
55,75.91,Multiple,No
48,80.76,Multiple,No
9,32.02,Internet,Yes
12,67.08,Multiple,No
69,100.45,Phone,Yes
57,72.4,Multiple,No
28,108.78,Phone,No
17,88.03,Multiple,No
22,98.95,Internet,Yes
35,102.4,Internet,No
59,92.06,Internet,No
19,97.44,Phone,Yes
50,92.58,Internet,No
26,79.54,Multiple,No
60,80.99,Internet,Yes
44,47.09,Internet,No
56,104.47,Multiple,Yes
43,58.09,Internet,No
23,78.22,Internet,No
22,52.46,Phone,Yes
47,92.63,Multiple,No
55,117.77,Multiple,No
11,102.17,Multiple,No
55,85.72,Phone,No
26,81.08,Phone,No
1,74.08,Multiple,No
62,48.45,Multiple,Yes
21,61.32,Multiple,Yes
8,66.58,Internet,No
20,115.01,Internet,No
45,68.3,Internet,No
65,82.76,Phone,No
60,113.02,Internet,No
67,76.66,Phone,No
56,52.63,Internet,No
31,64.29,Multiple,No
22,63.8,Internet,Yes
62,94.32,Phone,No
56,56.65,Multiple,No
8,95.73,Phone,Yes
62,110.03,Internet,No
24,60.25,Multiple,No
22,42.18,Phone,No
15,87.47,Multiple,No
28,62.48,Internet,No
22,78.06,Internet,Yes
31,87.07,Multiple,No
62,66.7,Multiple,Yes
69,113.22,Multiple,No
39,65.97,Internet,Yes
40,57.66,Phone,No
69,109.71,Internet,No
55,42.27,Phone,Yes
71,41.18,Phone,No
64,114.21,Phone,Yes
8,48.81,Phone,No
71,43.36,Phone,No
44,78.17,Phone,No
38,34.21,Multiple,No
21,85.8,Phone,Yes
4,70.76,Internet,No
32,87.64,Internet,No
55,55.55,Multiple,No
60,111.49,Multiple,No
59,54.35,Multiple,No
67,87.38,Multiple,No
5,115.06,Phone,Yes
37,66.07,Internet,No
27,44.53,Multiple,No
13,36.15,Internet,No
6,116.67,Internet,No
65,98.73,Multiple,Yes
30,112.71,Phone,No
52,92.89,Multiple,No
41,60.82,Internet,Yes
15,41.07,Multiple,No
5,113.64,Multiple,No
15,74.07,Multiple,No
1,65.69,Internet,No
15,82.0,Multiple,No
60,39.59,Internet,No
48,57.83,Internet,No
54,87.41,Multiple,No
55,39.01,Phone,No
27,42.17,Internet,No
30,75.95,Internet,No
60,86.11,Multiple,Yes
66,46.83,Phone,No
46,32.98,Multiple,No
52,116.25,Internet,No
35,32.47,Phone,No
42,30.18,Multiple,No
56,59.1,Phone,No
45,50.02,Internet,Yes
52,81.62,Phone,No
23,110.48,Multiple,No
29,73.3,Multiple,No
29,99.6,Multiple,No
57,111.83,Internet,No
19,47.05,Internet,No
8,73.95,Multiple,No
50,87.79,Multiple,No
7,59.87,Multiple,No
11,96.58,Multiple,No
67,93.48,Phone,Yes
66,67.9,Phone,No
28,37.92,Multiple,No
56,31.04,Internet,No
28,63.24,Internet,No
40,37.39,Internet,Yes
2,100.35,Internet,No
61,60.09,Internet,Yes
25,89.95,Internet,No
54,61.17,Multiple,No
17,101.63,Phone,Yes
48,109.96,Multiple,No
12,105.38,Multiple,No
61,73.6,Internet,No
2,37.56,Internet,No
65,63.45,Phone,Yes
52,68.2,Phone,Yes
34,116.42,Phone,No
45,80.89,Phone,No
1,87.68,Multiple,No
52,100.38,Multiple,No
67,81.14,Phone,Yes
56,83.86,Phone,No
58,52.08,Multiple,No
50,35.3,Multiple,Yes
25,94.92,Internet,No
12,106.38,Multiple,No
65,67.08,Internet,No
56,79.4,Multiple,Yes
50,57.66,Multiple,No
28,70.52,Phone,Yes
3,48.8,Internet,No
38,98.39,Phone,No
64,74.27,Internet,No
54,79.24,Phone,No
36,33.34,Internet,No
44,86.02,Internet,No
44,48.24,Phone,No
69,64.51,Phone,No
53,67.14,Multiple,Yes
13,70.39,Internet,No
44,50.47,Multiple,No
4,106.51,Multiple,No
70,68.51,Phone,No
51,85.09,Internet,No
70,85.25,Multiple,No
11,84.63,Internet,Yes
54,80.34,Multiple,No
62,104.04,Internet,No
59,103.14,Multiple,No
61,67.54,Multiple,No
40,87.23,Phone,No
4,39.25,Internet,No
27,38.17,Phone,No
16,73.19,Phone,Yes
7,111.02,Phone,No
11,88.5,Internet,No
64,90.23,Multiple,No
52,44.19,Phone,No
6,70.8,Multiple,No
48,66.07,Phone,No
69,100.47,Phone,No
6,42.4,Multiple,No
61,78.53,Phone,No
66,112.02,Phone,No
53,110.32,Phone,No
28,106.71,Phone,No
5,63.75,Internet,No
58,114.7,Phone,No
24,102.48,Internet,No
31,106.6,Internet,No
41,113.91,Multiple,Yes
68,114.33,Multiple,No
46,51.61,Phone,No
10,41.49,Internet,No
37,92.18,Internet,No
21,80.69,Phone,Yes
21,59.47,Multiple,No
10,91.6,Multiple,Yes
24,35.58,Phone,No
12,34.25,Phone,No
20,61.89,Internet,No
70,47.45,Multiple,Yes
8,94.67,Multiple,No
5,115.32,Internet,No
54,89.55,Phone,No
36,88.93,Internet,No
38,30.59,Multiple,No
3,76.1,Internet,No
36,103.54,Phone,No
22,88.87,Phone,No
8,50.5,Internet,Yes
61,106.36,Phone,No
7,116.79,Multiple,No
68,55.11,Phone,No
62,48.64,Multiple,No
19,60.47,Multiple,No
47,35.68,Internet,No
24,108.61,Multiple,No
6,113.64,Phone,Yes
8,87.0,Phone,Yes
25,98.79,Multiple,No
41,90.18,Internet,No
58,63.96,Phone,Yes
60,86.88,Internet,No
3,105.27,Phone,No
9,102.89,Phone,No
52,37.3,Phone,No
58,71.63,Phone,Yes
60,65.76,Multiple,Yes
49,97.68,Multiple,No
5,75.12,Internet,No
62,61.47,Internet,Yes
32,93.57,Phone,No
27,72.62,Phone,No
24,53.1,Internet,No
38,110.14,Multiple,No
67,40.17,Phone,Yes
16,31.63,Internet,No
15,42.95,Multiple,No
25,44.73,Multiple,Yes
4,78.42,Phone,No
32,86.24,Phone,Yes
45,70.38,Multiple,No
56,48.38,Phone,No
35,41.9,Internet,No
53,74.29,Internet,No
30,80.89,Internet,No
49,57.36,Phone,No
52,49.84,Multiple,No
2,37.25,Phone,No
59,32.36,Multiple,No
37,39.52,Internet,No
29,96.79,Phone,No
30,60.96,Multiple,No
22,32.47,Multiple,No
19,75.73,Multiple,Yes
67,78.25,Phone,No
18,68.58,Internet,No
65,39.96,Multiple,No
5,97.95,Internet,No
11,92.02,Multiple,No
58,65.53,Multiple,Yes
18,64.27,Internet,Yes
56,44.03,Multiple,Yes
22,97.82,Phone,No
56,83.96,Multiple,No
66,37.72,Multiple,No
23,64.03,Internet,No
16,111.32,Multiple,No
44,70.71,Multiple,No
68,59.24,Internet,No
14,87.94,Multiple,No
9,48.27,Phone,No
16,77.14,Multiple,No
13,90.26,Phone,No
36,106.94,Internet,No
44,92.33,Phone,No
14,64.6,Phone,No
17,99.1,Multiple,Yes
65,110.86,Phone,No
54,73.0,Multiple,No
2,30.41,Phone,No
17,109.28,Phone,Yes
23,44.89,Multiple,No
1,41.37,Multiple,No
12,57.69,Multiple,No
13,64.2,Phone,No
12,101.94,Multiple,No
57,65.03,Internet,No
18,34.39,Multiple,No
15,87.24,Multiple,No
39,90.41,Multiple,No
69,103.28,Multiple,No
33,65.9,Internet,No
48,37.75,Multiple,No
5,79.78,Internet,Yes
8,40.89,Phone,No
19,31.54,Internet,Yes
52,100.07,Internet,No
12,66.31,Multiple,Yes
8,77.25,Internet,No
55,89.66,Multiple,No
34,66.09,Multiple,Yes
65,34.6,Internet,No
47,52.75,Phone,Yes
35,47.49,Phone,No
32,117.97,Phone,No
51,96.56,Phone,No
6,70.64,Phone,No
9,35.7,Multiple,No
40,40.43,Phone,No
48,103.16,Phone,No
26,115.09,Multiple,No
37,32.82,Multiple,No
52,111.94,Multiple,No
12,64.25,Phone,No
38,49.23,Multiple,No
68,39.2,Internet,No
16,99.46,Phone,No
61,72.2,Internet,No
24,104.92,Phone,No
17,50.35,Multiple,No
4,91.07,Multiple,No
50,40.63,Phone,No
3,38.08,Internet,No
8,42.01,Internet,Yes
12,102.8,Multiple,Yes
35,89.01,Internet,No
66,44.94,Phone,Yes
53,64.63,Phone,No
33,98.73,Phone,Yes
18,55.71,Multiple,No
58,112.91,Multiple,No
45,112.31,Internet,No
15,79.76,Phone,No
15,86.88,Internet,No
45,88.79,Multiple,No
68,53.26,Phone,Yes
69,62.88,Internet,No
67,42.23,Phone,No
62,113.24,Internet,No
44,95.15,Multiple,No
20,34.17,Internet,No
39,79.44,Internet,Yes
39,60.88,Multiple,No
1,103.38,Multiple,No
67,60.94,Phone,No
47,87.97,Internet,Yes
54,44.92,Multiple,No
20,80.29,Internet,No
9,56.45,Multiple,No
28,44.84,Internet,No
64,85.73,Phone,No
35,87.48,Phone,Yes
40,118.5,Internet,No
2,90.22,Internet,No
3,76.41,Multiple,Yes
14,112.14,Internet,Yes
68,104.55,Multiple,No
47,79.39,Multiple,No
54,76.02,Internet,No
58,114.78,Multiple,No
62,85.54,Multiple,No
51,94.24,Internet,No
48,37.8,Phone,Yes
27,94.65,Multiple,No
55,53.82,Multiple,No
49,40.4,Multiple,No
24,106.47,Multiple,No
10,92.21,Multiple,No
7,66.68,Internet,No
17,68.83,Multiple,Yes
22,47.74,Multiple,No
59,30.86,Multiple,Yes
44,61.44,Internet,No
11,43.36,Multiple,No
42,67.96,Multiple,Yes
23,105.04,Multiple,No
60,40.33,Phone,No
62,38.26,Multiple,No
54,111.19,Internet,Yes
13,97.06,Multiple,No
68,34.78,Internet,No
27,37.16,Phone,No
40,91.64,Internet,No
10,63.33,Internet,No
15,95.18,Multiple,Yes
45,66.4,Internet,No
53,117.1,Internet,Yes
7,92.5,Multiple,No
30,34.2,Multiple,No
30,59.75,Multiple,No
27,80.72,Internet,No
49,42.77,Multiple,No
57,30.23,Phone,No
64,37.14,Multiple,No
63,77.18,Multiple,No
48,86.9,Multiple,Yes
41,38.36,Phone,No
30,89.86,Multiple,No
3,85.54,Multiple,No
37,114.59,Internet,No
30,105.66,Internet,No
54,114.89,Multiple,Yes
7,116.95,Internet,No
8,69.67,Internet,No
63,73.91,Multiple,No
63,55.35,Multiple,Yes
64,75.76,Internet,Yes
30,43.56,Internet,No
10,90.43,Internet,No
69,32.24,Multiple,Yes
49,51.21,Multiple,No
39,48.73,Multiple,No
34,114.41,Internet,No
10,43.04,Multiple,Yes
9,110.17,Internet,Yes
60,41.19,Multiple,Yes
5,88.56,Internet,No
35,58.79,Internet,No
11,58.44,Internet,No
42,119.84,Multiple,No
20,50.34,Multiple,No
51,48.23,Phone,No
1,83.04,Internet,No
11,96.67,Internet,No
61,118.43,Internet,Yes
39,93.13,Multiple,No
48,80.57,Internet,No
28,66.82,Multiple,No
36,83.56,Multiple,No
70,84.08,Phone,No
62,49.59,Multiple,Yes
70,90.41,Multiple,No
10,48.4,Multiple,No
5,74.1,Phone,No
28,53.39,Phone,No
59,58.15,Multiple,No
9,85.25,Internet,No
39,35.8,Multiple,No
62,31.08,Internet,No
38,41.76,Phone,Yes
24,45.18,Multiple,No
64,47.81,Internet,No
43,99.65,Internet,No
16,70.22,Phone,No
66,72.29,Phone,No
66,87.99,Phone,No
69,95.62,Internet,No
46,30.32,Multiple,No
21,107.11,Phone,Yes
60,118.96,Multiple,No
10,40.96,Multiple,Yes
18,88.6,Multiple,No
41,30.22,Multiple,No
36,34.41,Phone,No
66,55.65,Phone,No
46,106.18,Internet,No
23,88.73,Multiple,Yes
39,70.12,Multiple,No
4,69.47,Multiple,No
41,71.94,Multiple,Yes
3,57.99,Internet,No
53,108.99,Multiple,Yes
36,81.11,Phone,No
49,73.56,Multiple,No
27,71.86,Internet,No
53,114.22,Phone,No
49,95.13,Phone,Yes
1,43.03,Multiple,No
46,69.33,Multiple,No
62,55.95,Phone,No
66,118.82,Phone,No
22,67.39,Internet,No
39,36.11,Phone,No
44,67.01,Phone,No
2,58.92,Multiple,No
59,83.96,Multiple,Yes
28,50.35,Multiple,No
67,33.24,Phone,No
14,38.63,Multiple,No
16,55.48,Internet,No
51,61.35,Internet,No
28,105.1,Phone,No
53,54.31,Multiple,Yes
52,32.83,Multiple,No
25,100.27,Multiple,No
57,108.2,Phone,No
9,74.31,Multiple,Yes
11,55.64,Multiple,No
45,99.49,Phone,No
2,30.8,Phone,No
54,113.16,Multiple,No
34,107.9,Multiple,Yes
42,79.03,Multiple,No
69,54.98,Internet,Yes
11,32.96,Internet,No
29,119.98,Multiple,Yes
5,98.59,Multiple,No
20,60.48,Phone,Yes
39,31.73,Multiple,No
32,87.54,Internet,Yes
29,118.82,Internet,No
66,93.64,Phone,No
1,37.53,Internet,Yes
1,66.21,Phone,No
4,39.83,Multiple,No
15,112.09,Multiple,No
47,59.74,Multiple,No
30,96.0,Phone,No
6,37.62,Multiple,No
1,41.56,Multiple,No
71,91.15,Phone,No
62,105.91,Phone,No
64,48.13,Multiple,No
5,67.65,Internet,No
54,85.75,Phone,No
49,101.66,Multiple,No
7,86.54,Multiple,No
3,38.59,Internet,No
61,78.85,Phone,No
41,109.61,Phone,No
21,108.12,Phone,No
32,82.65,Internet,No
12,119.61,Internet,Yes
7,39.46,Phone,No
51,73.07,Multiple,No
45,99.76,Internet,No
65,42.69,Phone,No
60,117.55,Multiple,No
45,61.86,Phone,No
34,61.51,Multiple,No
11,49.19,Multiple,No
33,55.92,Multiple,No
8,81.98,Internet,No
45,68.64,Phone,Yes
34,47.4,Phone,No
45,102.82,Phone,No
65,35.6,Multiple,No
52,105.12,Multiple,No
10,54.74,Multiple,No
43,74.63,Internet,No
70,64.3,Multiple,Yes
11,81.35,Phone,Yes
36,101.64,Multiple,Yes
18,119.04,Phone,No
63,57.55,Multiple,No
5,79.84,Internet,Yes
31,71.94,Phone,Yes
16,119.9,Multiple,No
66,102.8,Multiple,No
9,65.74,Multiple,No
2,72.92,Internet,No
37,52.14,Internet,No
59,97.97,Phone,Yes
58,106.07,Multiple,No
8,116.85,Phone,No
52,80.92,Multiple,No
69,90.36,Multiple,No
52,70.15,Internet,No
34,84.82,Multiple,Yes
48,61.39,Multiple,No
24,96.39,Internet,No
13,32.04,Internet,No
50,32.56,Phone,No
65,94.45,Internet,No
71,113.76,Phone,No
4,86.9,Multiple,No
64,95.39,Phone,No
39,104.15,Multiple,No
63,62.55,Multiple,No
58,39.73,Multiple,No
16,113.98,Phone,Yes
62,114.47,Multiple,No
10,69.77,Multiple,No
62,49.55,Phone,Yes
33,110.31,Multiple,No
71,93.76,Internet,No
42,30.74,Phone,No
44,39.69,Internet,No
46,118.49,Phone,No
31,33.43,Multiple,No
5,55.43,Phone,Yes
18,79.36,Internet,No
6,46.59,Multiple,No
50,50.88,Multiple,No
28,61.77,Phone,No
24,54.26,Multiple,No
69,102.3,Phone,No
28,75.02,Multiple,No
58,55.08,Multiple,No
67,58.18,Phone,No
18,33.59,Phone,Yes
4,34.45,Internet,Yes
49,94.61,Phone,No
32,40.16,Phone,No
66,72.82,Phone,No
58,105.81,Internet,No
11,63.16,Phone,No
65,61.12,Internet,Yes
17,108.57,Internet,No
66,107.84,Multiple,No
4,109.21,Multiple,No
32,81.47,Internet,No
71,115.71,Internet,Yes
29,103.71,Phone,No
61,67.41,Multiple,No
60,86.66,Multiple,Yes
58,40.96,Multiple,No
53,79.62,Phone,No
5,53.68,Multiple,No
61,55.52,Multiple,No
21,41.31,Phone,Yes
58,62.24,Multiple,No
14,73.33,Phone,No
54,84.03,Internet,Yes
41,57.44,Internet,Yes
16,101.3,Phone,No
51,76.89,Multiple,Yes
1,87.42,Multiple,Yes
40,55.03,Phone,No
18,103.27,Phone,Yes
34,86.18,Internet,No
61,107.61,Multiple,Yes
21,44.4,Phone,No
1,64.26,Multiple,No
27,40.17,Multiple,Yes
51,49.4,Internet,No
11,65.51,Phone,No
14,110.51,Phone,No
55,80.13,Phone,No
27,59.73,Phone,Yes
22,97.22,Multiple,No
21,31.77,Phone,No
24,63.31,Phone,No
19,84.07,Internet,No
24,82.49,Multiple,No
26,84.68,Phone,Yes
25,49.04,Multiple,No
45,60.34,Internet,No
29,113.84,Multiple,No
11,117.66,Multiple,Yes
24,58.08,Phone,No
24,88.01,Internet,Yes
12,51.72,Multiple,Yes
7,63.17,Multiple,No
40,101.31,Phone,No
70,75.11,Internet,No
23,106.46,Phone,No
71,86.59,Multiple,No
38,86.6,Multiple,No
31,33.05,Internet,No
29,97.47,Phone,No
44,118.01,Phone,No
28,72.57,Multiple,No
68,44.27,Multiple,No
21,117.93,Multiple,No
9,56.11,Multiple,No
49,66.83,Internet,No
37,36.96,Multiple,No
21,39.98,Multiple,No
60,49.49,Internet,Yes
23,79.36,Multiple,No
10,80.2,Internet,No
70,84.56,Multiple,No
21,82.54,Multiple,No
29,74.57,Phone,No
59,102.19,Multiple,No
40,114.05,Internet,No
21,54.28,Multiple,No
63,41.72,Phone,Yes
46,68.26,Multiple,No
5,32.38,Phone,No
15,109.5,Phone,No
40,51.57,Internet,Yes
4,79.44,Internet,No
24,40.36,Multiple,No
42,79.79,Phone,Yes
26,33.51,Phone,No
66,99.19,Phone,No
8,115.99,Internet,No
66,57.63,Phone,No
20,53.24,Multiple,No
66,70.32,Internet,No
68,85.8,Multiple,Yes
55,47.01,Multiple,No
39,102.3,Multiple,No
50,47.87,Multiple,No
20,30.49,Multiple,No
70,77.18,Phone,No
28,40.36,Multiple,No
43,92.84,Internet,Yes
66,45.07,Phone,No
28,103.56,Multiple,No
23,72.33,Phone,No
35,80.97,Internet,No
22,46.79,Multiple,No
5,43.2,Phone,No
60,86.82,Phone,No
41,52.99,Multiple,No
29,64.73,Internet,No
35,73.15,Internet,No
68,50.67,Multiple,No
45,101.59,Multiple,No
9,114.55,Phone,No
51,68.87,Internet,Yes
14,112.58,Multiple,No
69,109.44,Phone,Yes
56,44.94,Internet,Yes
11,45.6,Internet,No
30,72.97,Multiple,No
39,77.33,Phone,No
24,60.7,Internet,No
58,58.16,Phone,No
30,68.82,Phone,No
24,92.14,Phone,No
67,37.6,Phone,No
29,93.95,Multiple,No
42,113.36,Multiple,No
62,98.72,Multiple,No
27,47.25,Internet,No
29,37.87,Phone,Yes
66,74.13,Phone,No
57,116.08,Internet,No
61,103.72,Multiple,No
29,80.65,Phone,No
57,42.87,Multiple,Yes
55,94.25,Multiple,Yes
44,103.17,Multiple,No
28,114.16,Internet,Yes
37,85.09,Internet,No
23,76.3,Phone,No
69,85.73,Multiple,No
58,114.89,Multiple,No
32,86.53,Phone,No
69,53.18,Phone,No
36,87.25,Phone,No
32,109.18,Multiple,No
59,81.03,Phone,No
60,75.24,Multiple,No
27,96.0,Phone,No
24,89.49,Multiple,No
67,35.1,Internet,No
36,95.28,Phone,No
14,66.68,Multiple,No
68,114.68,Multiple,No
44,117.37,Internet,No
48,70.39,Multiple,Yes
32,117.19,Phone,No
17,57.97,Multiple,No
57,91.44,Phone,Yes
39,36.75,Phone,Yes
32,43.05,Phone,No
68,107.81,Phone,Yes
2,110.44,Internet,Yes
42,77.94,Internet,Yes
38,60.58,Internet,No
55,70.59,Phone,No
55,108.27,Phone,No
34,48.99,Multiple,No
46,56.54,Multiple,No
43,100.69,Internet,No
2,114.17,Internet,No
36,38.36,Phone,No
70,102.34,Multiple,No
36,88.06,Multiple,No
22,50.77,Phone,Yes
69,98.02,Multiple,No
38,95.51,Internet,No
54,42.78,Phone,No
22,75.2,Internet,Yes
31,98.25,Internet,No
53,47.24,Multiple,No
59,71.65,Multiple,No
49,40.87,Multiple,Yes
27,57.62,Internet,No
57,49.62,Internet,No
6,75.46,Internet,Yes
46,42.71,Phone,No
25,64.48,Multiple,No
9,54.76,Multiple,No
64,97.14,Phone,No
31,92.97,Multiple,No
19,38.54,Multiple,No
65,115.81,Multiple,No
17,97.02,Multiple,No
34,85.44,Internet,Yes
36,72.99,Phone,Yes
13,46.01,Multiple,No
59,116.58,Multiple,No
21,30.71,Phone,Yes
65,92.32,Phone,No
6,75.67,Phone,No
11,111.23,Internet,Yes
22,64.26,Multiple,No
11,76.68,Phone,No
37,96.81,Multiple,Yes
26,34.28,Multiple,No
57,34.9,Multiple,No
26,49.05,Phone,No
21,43.18,Multiple,No
57,30.58,Multiple,Yes
26,86.07,Phone,No
15,101.63,Phone,No
63,116.14,Multiple,No
35,69.68,Multiple,No
11,55.17,Multiple,Yes
68,107.75,Multiple,No
50,106.0,Multiple,No
29,86.24,Internet,No
64,54.58,Internet,No
41,111.77,Phone,No
26,46.06,Internet,No
28,33.93,Internet,No
48,101.7,Phone,No
66,80.73,Multiple,No
23,52.18,Phone,Yes
39,90.38,Internet,No
69,99.0,Multiple,No
21,106.01,Multiple,No
49,55.39,Multiple,No
36,32.3,Internet,No
37,75.9,Multiple,No
42,107.05,Internet,No
62,48.7,Multiple,No
6,67.9,Multiple,No
8,53.08,Phone,Yes
69,31.2,Multiple,No
40,110.87,Multiple,No
10,42.15,Multiple,No
31,99.01,Internet,No
30,61.19,Multiple,No
51,54.99,Phone,No
36,114.69,Internet,Yes
61,89.15,Multiple,No
27,91.82,Multiple,No
35,98.37,Phone,No
60,60.68,Phone,No
32,80.73,Multiple,No
4,54.32,Internet,No
27,105.11,Phone,No
47,83.94,Phone,No
6,51.91,Multiple,No
26,110.98,Internet,Yes
24,82.28,Multiple,No
71,74.55,Phone,No
44,33.1,Multiple,No
14,111.88,Multiple,No
13,115.7,Internet,No
26,80.63,Phone,No
43,69.83,Multiple,No
43,62.36,Phone,Yes
66,54.12,Internet,Yes
28,81.71,Internet,Yes
1,41.53,Multiple,No
12,112.73,Internet,Yes
50,45.84,Internet,No
53,97.1,Multiple,No
60,57.62,Multiple,No
55,50.35,Internet,No
35,80.21,Internet,Yes
61,98.86,Multiple,No
26,95.41,Multiple,No
31,51.04,Internet,Yes
57,59.75,Internet,No
12,108.19,Phone,No
5,95.09,Multiple,Yes
7,94.14,Multiple,No
16,54.2,Phone,No
52,101.28,Internet,No
21,62.26,Internet,Yes
27,66.13,Multiple,No
23,55.88,Multiple,No
25,40.93,Internet,Yes
11,67.84,Phone,No
63,31.52,Multiple,Yes
57,71.03,Internet,No
54,95.25,Internet,No
10,116.47,Multiple,Yes
50,37.08,Internet,No
1,55.32,Multiple,No
70,74.47,Multiple,No
30,45.33,Multiple,No
55,40.51,Phone,Yes
6,70.71,Internet,No
24,82.27,Internet,No
5,103.82,Phone,No
7,119.8,Multiple,No
3,99.68,Internet,No
13,49.92,Multiple,No
54,97.32,Phone,Yes
63,78.34,Internet,No
6,70.57,Phone,No
47,114.22,Multiple,No
55,93.19,Multiple,No
49,91.35,Internet,No
57,31.06,Multiple,No
3,107.86,Phone,No
22,101.4,Internet,No
35,56.9,Internet,No
28,56.29,Phone,Yes
42,34.81,Multiple,Yes
12,34.58,Phone,No
1,90.17,Multiple,No
23,46.76,Internet,No
28,113.12,Multiple,Yes
69,105.82,Phone,No
36,61.4,Phone,No
54,64.21,Multiple,Yes
47,59.45,Phone,No
56,38.32,Multiple,No
10,32.83,Internet,No
5,70.69,Multiple,Yes
14,114.87,Internet,No
24,112.55,Multiple,No
63,102.89,Phone,No
28,86.57,Multiple,No
21,107.06,Internet,No
20,76.36,Internet,No
62,46.21,Internet,No
51,91.58,Multiple,No
40,112.86,Multiple,Yes
65,31.76,Internet,No
28,52.63,Multiple,No
54,53.89,Internet,No
2,38.91,Multiple,No
14,50.29,Phone,No
14,64.56,Internet,No
44,114.59,Internet,Yes
40,107.42,Multiple,No
34,115.14,Phone,No
65,40.85,Phone,No
18,32.52,Multiple,No
34,39.89,Phone,No
49,112.29,Phone,No
55,44.17,Multiple,No
62,81.54,Multiple,No
70,50.48,Multiple,No
24,31.86,Internet,Yes
48,37.62,Phone,No
39,93.88,Multiple,No
48,46.41,Phone,No
70,50.62,Internet,No
9,63.95,Phone,No
29,89.15,Multiple,No
68,72.24,Internet,No
60,115.01,Multiple,No
26,69.08,Phone,Yes
38,47.92,Multiple,No
62,78.25,Internet,No
26,70.58,Internet,No
14,100.84,Multiple,No
49,114.16,Multiple,No
43,105.27,Internet,Yes
8,65.01,Phone,No
40,49.45,Multiple,Yes
25,112.3,Internet,No
63,64.73,Multiple,Yes
4,99.32,Multiple,Yes
15,119.06,Multiple,No
16,81.97,Phone,Yes
54,73.19,Internet,Yes
11,92.99,Internet,No
28,47.45,Internet,No
7,73.94,Phone,No
38,58.11,Internet,Yes
24,44.78,Phone,No
68,84.91,Phone,No
37,81.81,Phone,No
35,98.51,Multiple,No
6,108.57,Multiple,No
33,49.83,Multiple,No
54,100.17,Internet,No
14,63.06,Multiple,No
19,86.59,Internet,No
11,106.52,Multiple,No
71,53.06,Internet,No
45,84.09,Multiple,No
60,73.23,Phone,No
58,101.15,Phone,No
24,92.75,Phone,No
11,99.27,Phone,No
44,55.91,Internet,Yes
66,93.39,Multiple,No
45,84.52,Multiple,No
32,71.1,Phone,No
17,64.05,Multiple,No
54,59.84,Phone,Yes
10,30.87,Phone,No
6,45.26,Multiple,No
20,35.31,Multiple,No
1,106.35,Multiple,Yes
64,107.41,Phone,No
1,106.16,Multiple,No
61,103.61,Multiple,No
1,49.92,Internet,No
46,74.26,Multiple,No
60,111.71,Phone,Yes
43,98.38,Internet,No
44,30.16,Multiple,No
38,71.35,Internet,No
2,30.96,Internet,No
12,55.26,Phone,No
23,69.22,Phone,No
9,110.36,Phone,No
8,88.89,Internet,No
50,62.62,Internet,No
62,74.16,Phone,No
23,103.57,Internet,No
59,56.97,Multiple,No
10,85.35,Multiple,No
12,53.6,Multiple,No
62,73.2,Internet,No
30,32.22,Internet,Yes
68,106.7,Multiple,Yes
47,34.35,Phone,No
41,50.19,Multiple,Yes
7,60.02,Internet,Yes
52,86.26,Internet,No
45,94.8,Phone,No
38,37.24,Phone,No
36,33.91,Internet,No
58,101.91,Internet,No
46,94.09,Multiple,No
67,104.84,Multiple,No
65,90.89,Multiple,Yes
18,97.59,Multiple,Yes
2,64.11,Multiple,No
4,83.12,Internet,No
42,102.49,Multiple,No
49,45.49,Phone,No
49,68.05,Multiple,No
7,96.64,Phone,Yes
9,77.94,Multiple,No
71,91.35,Internet,No
27,56.36,Phone,No
21,32.91,Multiple,Yes
35,32.62,Multiple,Yes
36,114.85,Multiple,No
67,115.01,Multiple,No
43,49.02,Multiple,No
8,43.27,Internet,No
36,31.63,Phone,No
48,50.81,Phone,Yes
46,60.09,Internet,No
32,51.71,Internet,Yes
7,101.76,Internet,Yes
12,97.45,Phone,No
55,37.29,Phone,No
23,92.76,Multiple,Yes
